merchant_id,transaction_velocity,avg_transaction_value,refund_rate,chargeback_rate,business_age_days,category_mismatch_score,night_txn_ratio,unique_customer_ratio,geographic_spread,incomplete_profile_score,label
M-04994,29.4753,1423.6016,0.0164,0.007,1135,0.0231,0.0925,0.8146,6,0.0903,0
M-04995,29.8681,940.4221,0.0119,0.0013,1216,0.0215,0.0706,0.3674,1,0.0863,0
M-04996,20.3105,1225.6851,0.0767,0.0061,820,0.0971,0.1399,0.3652,2,0.1194,0
M-04997,47.6277,1050.2644,0.0709,0.015,392,0.0462,0.1006,0.7175,6,0.0044,0
M-04998,36.1143,1476.7699,0.1127,0.0176,692,0.3338,0.0706,0.6208,9,0.1076,1
M-04999,27.1171,628.0687,0.0733,0.0123,794,0.0616,0.0598,0.486,1,0.0637,0
M-05000,57.3378,784.8524,0.0516,0.0141,1188,0.1385,0.0762,0.3893,4,0.0946,0
M-05001,55.0704,556.5235,0.0464,0.0015,728,0.0159,0.075,0.535,4,0.0982,0
M-05002,53.6976,1111.4573,0.0513,0.0098,580,0.1345,0.0728,0.566,7,0.074,0
M-05003,67.8421,993.8523,0.0297,0.0067,514,0.0238,0.0637,0.7865,5,0.0484,0
M-05004,63.1604,870.8109,0.0379,0.0076,710,0.0093,0.0895,0.4847,6,0.043,1
M-05005,81.3266,1024.5345,0.0399,0.0079,514,0.115,0.0683,0.4932,2,0.0208,0
M-05006,31.3139,122.0824,0.0586,0.0044,1217,0.0963,0.0138,0.5565,6,0.0604,0
M-05007,53.0658,841.7847,0.0456,0.0085,1248,0.0948,0.0905,0.5362,1,0.0128,0
M-05008,56.6196,814.7035,0.0525,0.0097,341,0.1368,0.0624,0.3085,7,0.0945,0
M-05009,44.5202,426.683,0.0375,0.0047,1230,0.0408,0.0569,0.6539,2,0.1492,0
M-05010,64.1197,456.351,0.0747,0.0137,928,0.0911,0.1061,0.5068,2,0.1109,0
M-05011,40.5955,1158.8239,0.069,0.0015,1267,0.0132,0.0169,0.686,3,0.0487,1
M-05012,63.9634,1305.6204,0.065,0.0234,807,0.0702,0.167,0.6147,7,0.0996,0
M-05013,22.7303,706.9371,0.0133,0.0092,707,0.0644,0.075,0.619,5,0.1058,0
M-05014,79.0273,699.9217,0.0694,0.0074,996,0.0976,0.0618,0.6488,5,0.1282,0
M-05015,76.727,1019.1364,0.0607,0.0065,781,0.0891,0.027,0.8101,7,0.1179,0
M-05016,20.7187,910.9708,0.0688,0.0118,1290,0.1491,0.0422,0.3514,1,0.0769,1
M-05017,44.5161,984.8347,0.1088,0.0216,1551,0.1993,0.1977,0.95,1,0.2642,1
M-05018,65.8764,880.7454,0.075,0.0118,476,0.049,0.1106,0.7365,7,0.1143,0
M-05019,42.2455,758.0983,0.0478,0.021,361,0.0898,0.1642,0.4972,10,0.1289,1
M-05020,27.2319,717.021,0.0305,0.005,768,0.1185,0.0757,0.5219,2,0.0075,0
M-05021,63.2785,825.6799,0.0537,0.0015,879,0.0832,0.0372,0.4149,4,0.084,0
M-05022,43.2472,1250.9972,0.033,0.0123,695,0.1479,0.0921,0.89,3,0.0175,0
M-05023,52.0859,1099.9538,0.0158,0.0081,1316,0.1058,0.0475,0.5327,2,0.0043,0
M-05024,29.7772,857.8614,0.0176,0.0027,656,0.0383,0.1505,0.6317,2,0.0346,0
M-05025,55.2808,1225.9398,0.0656,0.01,991,0.1143,0.123,0.5428,7,0.1423,0
M-05026,34.8617,1639.9361,0.0692,0.0203,329,0.2219,0.1041,0.4224,10,0.2195,0
M-05027,39.0187,804.7755,0.0641,0.0217,359,0.323,0.0779,0.8223,5,0.147,1
M-05028,68.5367,802.6487,0.0388,0.007,587,0.1109,0.063,0.6803,7,0.0564,0
M-05029,50.4033,1567.6329,0.0696,0.0058,856,0.0621,0.1128,0.624,4,0.1373,0
M-05030,75.0084,462.7173,0.0707,0.0102,168,0.051,0.1176,0.4884,1,0.0106,0
M-05031,69.7237,1105.9605,0.0185,0.002,1018,0.013,0.0593,0.4966,5,0.1141,0
M-05032,111.6756,1558.7034,0.0632,0.0143,399,0.1137,0.151,0.5308,1,0.1282,1
M-05033,67.3717,671.3395,0.0397,0.0054,895,0.0548,0.0681,0.479,4,0.019,0
M-05034,63.456,613.8478,0.0223,0.0121,659,0.0962,0.0676,0.6324,2,0.0872,0
M-05035,40.9143,1355.3575,0.0149,0.0129,429,0.1107,0.0764,0.33,7,0.138,0
M-05036,35.9684,715.6116,0.0653,0.0089,737,0.0114,0.0562,0.4016,7,0.1282,0
M-05037,65.4543,844.8982,0.0592,0.0031,615,0.07,0.0661,0.7133,7,0.1414,1
M-05038,45.2971,1092.1139,0.0559,0.01,973,0.0823,0.0988,0.6657,3,0.1291,1
M-05039,53.6553,907.5693,0.0586,0.0089,425,0.0813,0.0214,0.3259,7,0.0532,0
M-05040,71.7893,516.0115,0.0458,0.0011,217,0.1301,0.0489,0.7083,2,0.0197,0
M-05041,30.1932,821.5527,0.0169,0.013,1006,0.1268,0.0983,0.95,6,0.073,0
M-05042,60.6644,416.9187,0.0696,0.0098,979,0.0291,0.1097,0.5023,3,0.1444,0
M-05043,57.8338,988.3816,0.0753,0.0091,1061,0.0903,0.1218,0.5215,7,0.0868,0
M-05044,34.1988,863.8238,0.0346,0.0047,1333,0.1229,0.0397,0.6216,6,0.0818,0
M-05045,40.4339,681.4474,0.0709,0.0103,584,0.0243,0.0849,0.5793,6,0.0594,0
M-05046,39.8541,568.161,0.0653,0.002,30,0.0645,0.0676,0.5951,3,0.0443,0
M-05047,30.6466,643.1318,0.088,0.0248,1274,0.2297,0.124,0.5637,10,0.1582,0
M-05048,41.5363,736.372,0.0601,0.0147,1368,0.0551,0.0654,0.54,6,0.0829,0
M-05049,58.5576,433.066,0.0778,0.0059,609,0.1171,0.04,0.628,4,0.1234,0
M-05050,30.6009,1410.2386,0.0563,0.0115,675,0.1005,0.1271,0.5337,6,0.0843,0
M-05051,29.0104,935.4264,0.0469,0.0144,376,0.0095,0.0272,0.5849,7,0.0124,0
M-05052,41.7971,765.0346,0.0686,0.0123,817,0.0279,0.1174,0.4124,1,0.044,0
M-05053,50.8945,311.307,0.0251,0.011,30,0.1002,0.0991,0.2243,4,0.0614,0
M-05054,33.405,564.7268,0.0314,0.0117,838,0.124,0.0336,0.95,3,0.0809,0
M-05055,81.9955,616.2722,0.0647,0.0063,502,0.0144,0.1005,0.4619,1,0.0131,0
M-05056,40.2594,1006.2268,0.0526,0.0012,1269,0.0788,0.1198,0.3013,5,0.1257,0
M-05057,50.2667,716.7477,0.0871,0.0184,30,0.1557,0.1097,0.8293,4,0.1848,1
M-05058,37.9119,946.3874,0.015,0.0146,803,0.1324,0.0808,0.476,6,0.0828,0
M-05059,54.8118,657.9537,0.065,0.0131,888,0.0878,0.0928,0.7882,5,0.0283,0
M-05060,32.3099,581.5165,0.0384,0.0211,475,0.3439,0.1499,0.75,8,0.3259,1
M-05061,58.1495,1081.2251,0.071,0.001,1440,0.1039,0.0498,0.7422,6,0.0071,0
M-05062,62.0061,1011.3305,0.0529,0.0114,743,0.105,0.0789,0.5496,5,0.0196,0
M-05063,41.8343,646.4071,0.0741,0.0079,745,0.0931,0.0403,0.5078,1,0.1152,0
M-05064,34.781,546.5302,0.0403,0.0173,334,0.0898,0.1365,0.5731,11,0.0833,1
M-05065,40.3913,358.1996,0.0741,0.016,693,0.1955,0.1443,0.746,5,0.148,1
M-05066,35.2774,657.6345,0.073,0.0201,30,0.2064,0.1407,0.4548,5,0.1762,1
M-05067,88.4013,1051.5834,0.0653,0.0021,855,0.104,0.044,0.4493,3,0.1494,1
M-05068,76.9184,545.6561,0.0747,0.0129,895,0.0778,0.0994,0.6298,3,0.0744,1
M-05069,64.6618,1109.476,0.1051,0.0069,672,0.2866,0.1306,0.7397,1,0.2846,1
M-05070,53.657,1144.8049,0.0192,0.0021,660,0.0587,0.1328,0.5023,7,0.0631,0
M-05071,26.9664,572.3823,0.0116,0.0014,786,0.1446,0.0835,0.675,1,0.1395,0
M-05072,37.641,811.3368,0.0291,0.0068,1061,0.0122,0.0885,0.4422,3,0.0509,0
M-05073,48.7484,579.1573,0.0205,0.0067,577,0.1283,0.0722,0.5573,7,0.0087,0
M-05074,102.3335,1277.5055,0.0764,0.0116,991,0.283,0.0763,0.7467,10,0.0719,1
M-05075,77.852,1228.2978,0.0497,0.0073,251,0.0565,0.0383,0.7013,6,0.1292,1
M-05076,52.9914,1015.1964,0.0667,0.0171,659,0.156,0.0752,0.5895,7,0.3287,1
M-05077,74.8781,498.085,0.0788,0.024,30,0.1394,0.0938,0.8212,9,0.0763,1
M-05078,52.2559,728.6914,0.0635,0.0059,624,0.149,0.0964,0.5418,2,0.1168,1
M-05079,53.6451,948.1217,0.0114,0.0135,1267,0.1356,0.0978,0.4978,7,0.1132,0
M-05080,56.7531,1118.7339,0.0353,0.0185,1261,0.0628,0.1157,0.8801,4,0.1812,0
M-05081,73.4269,994.8094,0.0887,0.0236,392,0.2573,0.1637,0.782,2,0.2626,0
M-05082,37.0938,915.0049,0.0713,0.0036,1042,0.0691,0.0866,0.3747,5,0.1439,0
M-05083,64.6829,1290.0348,0.0134,0.011,606,0.0473,0.082,0.6195,6,0.0847,0
M-05084,40.3583,925.068,0.1035,0.0042,328,0.2309,0.1991,0.7655,2,0.0958,1
M-05085,38.9094,1697.2661,0.0286,0.0039,755,0.0694,0.0776,0.67,7,0.0372,0
M-05086,34.6815,850.9443,0.0386,0.0016,1094,0.0251,0.0927,0.6631,4,0.0647,0
M-05087,47.6096,1005.9613,0.0342,0.0047,665,0.1004,0.1287,0.717,2,0.119,0
M-05088,77.3127,488.398,0.0756,0.0235,222,0.3194,0.0659,0.7407,3,0.1977,1
M-05089,34.5594,1119.5079,0.0665,0.0052,752,0.1492,0.0436,0.3815,5,0.0286,0
M-05090,49.0849,617.318,0.055,0.0111,664,0.0643,0.0549,0.4805,1,0.1123,0
M-05091,58.4118,522.9375,0.0496,0.0036,1064,0.0801,0.089,0.8291,2,0.0987,0
M-05092,63.506,468.8914,0.0402,0.0099,1057,0.1255,0.1133,0.531,5,0.0189,1
M-05093,46.7984,926.8512,0.0799,0.0096,1002,0.1406,0.0426,0.5134,6,0.1143,0
M-05094,27.2098,839.4711,0.0226,0.0126,1039,0.1477,0.1381,0.4553,3,0.0346,0
M-05095,50.6783,1076.0252,0.0552,0.0058,863,0.149,0.0671,0.95,6,0.0699,1
M-05096,44.7288,1288.6764,0.0159,0.0056,630,0.0616,0.0729,0.6862,1,0.0455,0
M-05097,13.5109,925.8684,0.1177,0.0178,421,0.2842,0.1752,0.5449,9,0.2862,1
M-05098,65.0087,435.5225,0.0784,0.0141,661,0.0802,0.127,0.4014,5,0.0266,0
M-05099,112.2867,754.3043,0.0817,0.024,189,0.2624,0.0886,0.5092,7,0.2574,1
M-05100,18.6946,445.0223,0.0618,0.0095,242,0.0655,0.096,0.4552,2,0.0382,0
M-05101,12.6751,440.7682,0.0472,0.007,898,0.0509,0.0844,0.6513,3,0.1316,0
M-05102,50.6089,1098.1708,0.0766,0.0127,168,0.1339,0.1151,0.4408,6,0.1046,0
M-05103,56.4246,327.1157,0.071,0.0071,744,0.0242,0.0336,0.5961,6,0.0171,0
M-05104,53.117,576.5148,0.0631,0.0032,907,0.0709,0.0104,0.4987,2,0.0639,1
M-05105,64.6672,176.3242,0.0177,0.0069,733,0.1407,0.0519,0.4489,7,0.1235,0
M-05106,57.2581,1403.9188,0.0112,0.0105,479,0.0092,0.0689,0.5614,4,0.1402,1
M-05107,47.598,939.2386,0.0154,0.0134,1030,0.093,0.0932,0.7142,2,0.0699,0
M-05108,53.1814,754.0521,0.0634,0.0075,1048,0.1124,0.0879,0.3657,5,0.0823,0
M-05109,56.0072,464.2408,0.0333,0.0034,663,0.0628,0.087,0.5332,1,0.1362,0
M-05110,52.6663,709.1961,0.0657,0.0107,166,0.0986,0.0803,0.5939,4,0.0148,0
M-05111,31.4142,717.9176,0.0301,0.0026,688,0.027,0.0708,0.6234,4,0.1345,0
M-05112,43.7958,773.6572,0.0266,0.01,448,0.1169,0.0943,0.7703,4,0.0906,0
M-05113,70.3346,1243.508,0.0469,0.007,542,0.1482,0.0571,0.6884,5,0.0055,0
M-05114,41.6668,768.89,0.0797,0.0024,1358,0.0586,0.079,0.3303,1,0.0113,0
M-05115,59.8049,771.3567,0.1149,0.023,30,0.2383,0.1383,0.8312,8,0.2993,1
M-05116,35.142,585.7738,0.043,0.0143,892,0.0634,0.1124,0.6284,5,0.1478,0
M-05117,64.2502,672.2604,0.0761,0.0084,634,0.0305,0.1083,0.7131,6,0.0116,0
M-05118,72.0901,994.1826,0.0538,0.0043,800,0.0849,0.1009,0.4584,2,0.1258,0
M-05119,77.8655,1034.9992,0.0118,0.011,576,0.0179,0.0464,0.7054,7,0.0766,0
M-05120,68.4631,1354.4477,0.0599,0.0104,542,0.0389,0.054,0.7192,4,0.0709,0
M-05121,42.1571,1089.3984,0.0504,0.0057,872,0.0895,0.037,0.5469,2,0.0672,0
M-05122,33.987,919.4822,0.0575,0.015,340,0.1231,0.0677,0.569,3,0.0948,0
M-05123,49.946,1019.4527,0.0113,0.0037,1281,0.0104,0.0833,0.5944,5,0.082,0
M-05124,50.4505,1260.4283,0.0254,0.0035,1465,0.0487,0.0788,0.2982,2,0.0688,1
M-05125,49.9117,568.2127,0.0998,0.0064,296,0.0941,0.1455,0.7408,6,0.2626,1
M-05126,43.5613,843.0848,0.0738,0.0109,759,0.0321,0.0697,0.5424,6,0.1139,0
M-05127,74.0796,512.013,0.12,0.0173,722,0.0985,0.0,0.8402,11,0.2388,1
M-05128,60.3456,1120.5186,0.0676,0.0125,735,0.1278,0.0664,0.5377,2,0.0121,0
M-05129,48.3686,932.9802,0.0617,0.0017,934,0.1188,0.0379,0.7138,7,0.0698,0
M-05130,44.1198,633.709,0.0655,0.0052,664,0.1355,0.1274,0.582,2,0.082,0
M-05131,53.4807,858.194,0.0694,0.0067,438,0.0679,0.1058,0.3827,7,0.1493,0
M-05132,65.4777,942.2037,0.0712,0.0093,267,0.1123,0.0686,0.8001,4,0.0354,1
M-05133,39.8451,897.0469,0.0405,0.0102,1093,0.1093,0.0682,0.4192,1,0.095,0
M-05134,75.9572,541.9145,0.0548,0.0096,648,0.0606,0.0387,0.6496,10,0.1239,1
M-05135,44.16,677.8001,0.0989,0.0065,842,0.2855,0.161,0.7667,9,0.1398,1
M-05136,57.1275,1062.2775,0.0507,0.0095,1097,0.0327,0.1157,0.627,1,0.0261,0
M-05137,59.566,1006.4169,0.0429,0.0239,448,0.1966,0.1219,0.7643,9,0.2331,1
M-05138,46.571,1096.7051,0.032,0.0113,741,0.1226,0.1057,0.5119,7,0.0146,0
M-05139,40.8134,905.2927,0.0211,0.0108,721,0.0719,0.0796,0.5976,3,0.0807,0
M-05140,30.8488,929.2805,0.0643,0.0057,642,0.1076,0.0717,0.6417,5,0.1312,1
M-05141,36.5246,655.0972,0.0877,0.0164,258,0.1583,0.1592,0.6581,7,0.2093,0
M-05142,34.8717,1130.8169,0.0102,0.0092,917,0.0629,0.076,0.4923,6,0.0301,0
M-05143,44.1184,1220.4256,0.066,0.014,569,0.1154,0.1158,0.7553,4,0.0228,0
M-05144,51.5516,563.1824,0.0518,0.0025,734,0.0595,0.012,0.7922,6,0.0939,1
M-05145,18.0415,1908.7166,0.0352,0.0072,829,0.0363,0.0815,0.6024,1,0.1457,0
M-05146,41.7757,793.6422,0.0793,0.0072,949,0.0714,0.1359,0.5383,4,0.1386,0
M-05147,31.5024,1106.1219,0.0428,0.0235,30,0.1239,0.1184,0.6747,5,0.2535,1
M-05148,59.1978,707.1192,0.0966,0.004,995,0.3379,0.131,0.7493,3,0.1298,1
M-05149,61.6902,898.195,0.0669,0.0101,1334,0.0184,0.0873,0.6228,5,0.0553,0
M-05150,53.3081,332.2687,0.0177,0.0023,418,0.0807,0.0836,0.6628,5,0.0413,0
M-05151,39.0357,644.0384,0.0799,0.0039,860,0.0271,0.0573,0.4329,1,0.0846,0
M-05152,25.0626,670.0536,0.075,0.0041,534,0.102,0.0703,0.3415,4,0.1196,0
M-05153,46.2493,694.5793,0.0315,0.011,998,0.1423,0.1078,0.2345,4,0.0391,0
M-05154,38.2286,1389.544,0.0659,0.0092,701,0.0653,0.0979,0.5186,6,0.0664,0
M-05155,26.5364,1128.6796,0.0443,0.0082,803,0.0779,0.1263,0.5255,4,0.0218,0
M-05156,57.51,1057.2733,0.0249,0.0022,761,0.0666,0.1083,0.5583,6,0.0493,0
M-05157,46.3815,922.0618,0.0767,0.0042,976,0.0792,0.0655,0.4918,4,0.0135,0
M-05158,53.379,1331.6859,0.0204,0.0114,959,0.0496,0.0265,0.6425,2,0.0494,0
M-05159,66.5829,435.8204,0.0291,0.0104,639,0.0762,0.1242,0.7209,1,0.0225,0
M-05160,53.1693,667.6528,0.0512,0.0086,997,0.1115,0.1238,0.4385,3,0.137,0
M-05161,35.6535,501.3803,0.0427,0.0058,533,0.0976,0.1001,0.4849,1,0.0746,0
M-05162,51.0128,184.4957,0.078,0.0016,676,0.1452,0.0773,0.5393,2,0.1058,0
M-05163,51.9945,1026.2175,0.0703,0.0023,508,0.1287,0.1329,0.6159,7,0.0275,0
M-05164,68.415,604.6953,0.0652,0.0139,617,0.0017,0.1016,0.8145,5,0.0379,0
M-05165,54.6688,1076.9694,0.0712,0.0063,580,0.0551,0.0678,0.2971,1,0.1013,0
M-05166,91.3949,870.8011,0.0577,0.005,412,0.1119,0.0557,0.2479,4,0.1398,0
M-05167,51.8345,894.8368,0.0368,0.0048,601,0.0954,0.1212,0.5686,1,0.1195,0
M-05168,71.0505,962.0601,0.0539,0.0084,30,0.0351,0.0622,0.6029,2,0.1145,0
M-05169,9.7085,884.847,0.0353,0.0109,30,0.1009,0.1424,0.7235,6,0.0712,1
M-05170,58.9034,1142.714,0.0178,0.0066,401,0.0851,0.1089,0.5632,7,0.0064,1
M-05171,32.5732,556.2099,0.061,0.0035,690,0.0949,0.0351,0.5064,6,0.0984,0
M-05172,100.7445,231.8391,0.049,0.0185,835,0.2038,0.1051,0.9301,7,0.1806,1
M-05173,74.9221,584.8843,0.0387,0.0037,850,0.1062,0.1132,0.2183,1,0.113,0
M-05174,53.9716,1012.9097,0.0152,0.0035,260,0.0977,0.0979,0.6745,1,0.0789,0
M-05175,36.7719,484.7789,0.0526,0.01,1277,0.0909,0.0851,0.2176,1,0.094,0
M-05176,103.2769,641.4498,0.118,0.0078,30,0.1401,0.2052,0.6198,5,0.3388,0
M-05177,76.024,892.8972,0.0491,0.0031,831,0.089,0.102,0.5634,7,0.0129,0
M-05178,53.5068,1095.812,0.0793,0.0075,712,0.044,0.0952,0.4449,4,0.0599,0
M-05179,80.3646,647.863,0.0718,0.0115,401,0.0651,0.1078,0.6343,1,0.043,0
M-05180,57.498,1280.2929,0.0714,0.0108,566,0.0,0.1011,0.315,6,0.0185,0
M-05181,46.2923,815.5593,0.0327,0.0138,560,0.0519,0.1339,0.9464,4,0.0243,0
M-05182,26.0281,1174.9,0.0529,0.0036,858,0.0775,0.046,0.6223,6,0.0994,0
M-05183,37.8048,542.2106,0.0533,0.0136,608,0.0694,0.1293,0.6853,1,0.0591,0
M-05184,65.107,534.2358,0.068,0.0073,555,0.0945,0.1337,0.5325,3,0.096,0
M-05185,40.8573,791.8884,0.0734,0.0105,739,0.096,0.1447,0.4483,2,0.1485,1
M-05186,23.772,311.8237,0.0642,0.0014,419,0.1001,0.016,0.6216,4,0.1326,0
M-05187,42.1095,800.4758,0.0145,0.007,611,0.0211,0.0218,0.3422,6,0.0132,0
M-05188,39.6419,950.7905,0.0602,0.0061,783,0.0839,0.0833,0.8727,3,0.1203,0
M-05189,51.5278,1176.9715,0.0619,0.004,631,0.0715,0.0865,0.3832,1,0.0509,0
M-05190,33.205,788.537,0.0741,0.0066,686,0.1094,0.0688,0.5525,6,0.025,0
M-05191,37.1571,1078.0911,0.0855,0.0194,664,0.0921,0.0538,0.95,10,0.3411,1
M-05192,61.8359,907.7955,0.0534,0.0139,1378,0.0808,0.0453,0.4096,2,0.0157,0
M-05193,45.5149,247.7629,0.0321,0.0032,1145,0.1066,0.0916,0.8368,4,0.086,0
M-05194,45.6883,837.6126,0.0544,0.0147,1106,0.0223,0.0594,0.4906,3,0.0258,1
M-05195,50.1553,652.9932,0.079,0.0037,400,0.0974,0.0519,0.4682,1,0.115,0
M-05196,44.3448,1188.9991,0.1074,0.011,664,0.1575,0.0281,0.7164,8,0.2816,1
M-05197,29.3102,476.6372,0.0772,0.0148,867,0.1459,0.0408,0.6949,4,0.1465,0
M-05198,42.1301,1450.7282,0.0154,0.0051,546,0.1436,0.0845,0.4335,7,0.1191,0
M-05199,36.0642,410.1131,0.086,0.0191,338,0.3364,0.1386,0.5902,5,0.1837,1
M-05200,46.1172,1011.2436,0.0544,0.0115,521,0.1301,0.0828,0.5404,5,0.0705,0
M-05201,37.9576,873.4022,0.0383,0.0065,30,0.058,0.1293,0.2942,1,0.0194,0
M-05202,34.7916,759.1344,0.0442,0.0129,855,0.0802,0.1576,0.8002,4,0.1371,0
M-05203,81.5343,787.0154,0.0604,0.0056,1427,0.0894,0.1071,0.5814,7,0.1493,1
M-05204,66.0731,731.9165,0.0394,0.0064,1106,0.0564,0.0854,0.4764,6,0.0164,0
M-05205,72.4615,1228.2549,0.0215,0.0013,456,0.019,0.0328,0.7276,6,0.0397,0
M-05206,38.4898,1043.8019,0.0446,0.0034,1226,0.1173,0.1362,0.5065,1,0.0162,0
M-05207,32.0911,1351.4043,0.0666,0.0089,1463,0.0789,0.0734,0.6984,4,0.0491,0
M-05208,41.0475,742.8003,0.1142,0.0191,92,0.1038,0.0917,0.5642,11,0.0781,1
M-05209,147.726,463.4093,0.0302,0.0165,620,0.1443,0.126,0.7393,4,0.315,1
M-05210,60.2224,367.0802,0.0751,0.0187,470,0.2596,0.0966,0.5739,7,0.2364,1
M-05211,42.7588,975.628,0.067,0.0076,270,0.1197,0.0526,0.6337,7,0.143,0
M-05212,53.0165,375.2716,0.0727,0.0122,1400,0.1191,0.0518,0.513,2,0.1381,0
M-05213,47.7464,50.0,0.0442,0.0098,1229,0.105,0.0437,0.3652,6,0.1338,0
M-05214,45.0947,770.6933,0.0227,0.0114,242,0.0473,0.07,0.3404,1,0.0796,0
M-05215,4.687,1033.8662,0.1037,0.0121,658,0.1802,0.1164,0.4626,4,0.1095,1
M-05216,67.0343,1650.0716,0.0331,0.0057,1358,0.0337,0.0652,0.5542,5,0.0486,0
M-05217,55.2717,1109.0585,0.018,0.0039,1033,0.0056,0.1147,0.7654,1,0.0749,0
M-05218,17.9502,1476.4785,0.0629,0.0135,441,0.085,0.1481,0.8447,8,0.3349,1
M-05219,93.4117,50.0,0.1065,0.0107,77,0.2793,0.1803,0.6653,7,0.2572,1
M-05220,44.6035,957.2984,0.0428,0.0077,891,0.1029,0.0982,0.423,1,0.1137,0
M-05221,56.5541,339.4293,0.049,0.0096,460,0.1255,0.1283,0.3819,7,0.0799,0
M-05222,51.4549,844.0379,0.0454,0.0146,30,0.0308,0.0976,0.4941,4,0.1147,1
M-05223,67.2267,803.8284,0.0456,0.0012,736,0.0741,0.0885,0.4449,7,0.1179,0
M-05224,18.0111,949.9692,0.0167,0.0075,50,0.1025,0.0364,0.6015,2,0.0641,0
M-05225,62.7635,864.7984,0.0321,0.0119,1284,0.0151,0.041,0.5696,7,0.1104,0
M-05226,46.2946,1261.0306,0.0425,0.0128,383,0.0278,0.0617,0.534,7,0.0444,0
M-05227,36.1638,1697.2992,0.0213,0.011,1393,0.0456,0.0295,0.6062,4,0.1172,0
M-05228,36.096,1149.2896,0.022,0.0015,1176,0.0766,0.0859,0.5582,5,0.1161,0
M-05229,72.4607,909.8906,0.0326,0.0043,624,0.3273,0.1373,0.7075,6,0.2186,1
M-05230,23.4639,1095.1919,0.0174,0.0032,786,0.0669,0.1299,0.8386,4,0.0666,0
M-05231,44.0999,544.6707,0.0587,0.0013,582,0.0797,0.102,0.8988,2,0.1425,0
M-05232,35.0728,965.7133,0.0277,0.0036,436,0.0433,0.0834,0.4466,1,0.0911,0
M-05233,77.0077,1171.4548,0.0703,0.0077,829,0.066,0.1208,0.7422,1,0.1095,0
M-05234,40.6873,287.9676,0.0406,0.015,1112,0.095,0.1165,0.4853,5,0.1182,0
M-05235,48.5212,898.1768,0.028,0.0063,601,0.0784,0.1389,0.6429,7,0.0685,1
M-05236,29.6513,737.6398,0.0386,0.013,435,0.1479,0.0876,0.5584,5,0.0619,0
M-05237,7.9802,1269.8658,0.1067,0.0053,570,0.2702,0.0488,0.6784,8,0.1467,0
M-05238,30.4318,1518.9193,0.1109,0.0061,846,0.3273,0.1864,0.2841,8,0.0537,1
M-05239,42.921,437.9791,0.0101,0.0021,116,0.071,0.1144,0.414,6,0.1458,1
M-05240,61.149,758.9307,0.0455,0.0107,278,0.0288,0.1181,0.5671,5,0.0934,1
M-05241,47.2904,898.5722,0.0606,0.006,30,0.1091,0.1533,0.449,3,0.1493,1
M-05242,70.6356,1010.9242,0.0272,0.0129,1212,0.0885,0.0906,0.5779,2,0.1178,0
M-05243,63.4303,939.1682,0.0127,0.0073,783,0.1468,0.0992,0.7489,6,0.0191,0
M-05244,54.3375,196.5366,0.0126,0.0121,583,0.0678,0.0931,0.5254,7,0.1,0
M-05245,21.8011,1197.0501,0.0614,0.0054,714,0.0035,0.076,0.6925,6,0.0784,0
M-05246,73.6718,829.8168,0.074,0.0115,483,0.0445,0.0172,0.6078,1,0.0163,0
M-05247,32.4698,282.9969,0.0451,0.0143,1143,0.1367,0.1113,0.5817,2,0.0301,1
M-05248,45.9091,1334.89,0.016,0.0118,863,0.1461,0.0459,0.5254,5,0.0012,0
M-05249,72.8454,991.7891,0.0378,0.0076,1126,0.0418,0.0558,0.6884,7,0.1453,0
M-05250,76.8491,1136.1128,0.0307,0.0117,714,0.2755,0.3178,0.8033,11,0.1944,1
M-05251,61.3626,975.3042,0.071,0.0098,599,0.0353,0.0656,0.5996,3,0.0076,0
M-05252,46.4879,1027.7702,0.0646,0.0099,539,0.042,0.0983,0.3077,1,0.0094,0
M-05253,52.9113,1237.8236,0.0602,0.0071,851,0.086,0.1216,0.476,7,0.009,0
M-05254,16.2967,1248.4498,0.0428,0.0138,587,0.0428,0.0914,0.5953,1,0.0895,0
M-05255,23.9043,447.6806,0.0629,0.0037,493,0.0801,0.0711,0.3688,4,0.0123,0
M-05256,68.5616,785.2639,0.0252,0.0091,1051,0.0444,0.0135,0.7472,1,0.1327,0
M-05257,57.5748,673.0323,0.0278,0.0052,551,0.0007,0.1287,0.6283,4,0.0543,0
M-05258,12.5089,931.9032,0.0403,0.0149,670,0.0941,0.083,0.8075,4,0.0632,0
M-05259,40.4404,972.7195,0.0496,0.014,355,0.1388,0.0862,0.4128,5,0.0964,0
M-05260,48.1691,348.4716,0.0147,0.0091,937,0.01,0.085,0.6872,6,0.1448,0
M-05261,34.9406,464.3227,0.0605,0.0064,340,0.0755,0.0682,0.3672,5,0.1027,0
M-05262,56.3659,775.7979,0.0376,0.0139,186,0.0056,0.0354,0.496,3,0.017,0
M-05263,48.8417,846.8605,0.0349,0.0096,988,0.0737,0.0252,0.5322,3,0.0912,0
M-05264,53.8308,1291.4755,0.0605,0.0091,1021,0.1277,0.1155,0.7734,6,0.1424,0
M-05265,35.7001,916.1751,0.0215,0.0119,876,0.1089,0.0526,0.4,1,0.0097,0
M-05266,41.3615,1218.5815,0.1163,0.0148,485,0.1088,0.1004,0.8383,6,0.0885,0
M-05267,49.9161,702.5314,0.0307,0.0041,507,0.1251,0.1054,0.456,1,0.142,1
